



cms_fake_b,cat9,ZH,0.996,0.997
cms_fake_b,cat9,VBF,0.998,0.997




cms_eff_b,cat12,WMinusH,0.997,1.000
cms_eff_b,cat12,GluGlu,1.000,1.002
cms_eff_b,cat12,WPlusH,0.996,0.994
cms_eff_b,cat12,ZH,1.005,1.004
cms_eff_b,cat12,VBF,1.000,1.000

cms_eff_b,cat10,WMinusH,1.002,1.002
cms_eff_b,cat10,GluGlu,0.996,0.997
cms_eff_b,cat10,WPlusH,0.997,0.996
cms_eff_b,cat10,ZH,1.000,0.999
cms_eff_b,cat10,VBF,1.001,1.002

cms_eff_b,cat11,WMinusH,1.001,1.001
cms_eff_b,cat11,GluGlu,0.999,0.999
cms_eff_b,cat11,WPlusH,1.001,1.001
cms_eff_b,cat11,ZH,1.001,1.003
cms_eff_b,cat11,VBF,1.003,1.003

cms_eff_b,cat0,WMinusH,0.989,1.013
cms_eff_b,cat0,GluGlu,0.995,0.995
cms_eff_b,cat0,WPlusH,0.988,1.010
cms_eff_b,cat0,ZH,0.998,1.004
cms_eff_b,cat0,VBF,0.995,1.015

cms_eff_b,cat1,WMinusH,1.003,0.989
cms_eff_b,cat1,GluGlu,0.998,0.996
cms_eff_b,cat1,WPlusH,1.004,1.002
cms_eff_b,cat1,ZH,1.000,0.991
cms_eff_b,cat1,VBF,1.004,1.005

cms_eff_b,cat2,WMinusH,0.998,1.000
cms_eff_b,cat2,GluGlu,0.999,1.002
cms_eff_b,cat2,WPlusH,0.998,0.998
cms_eff_b,cat2,ZH,0.996,1.001
cms_eff_b,cat2,VBF,0.995,0.995

cms_eff_b,cat3,WMinusH,0.995,1.005
cms_eff_b,cat3,GluGlu,1.005,1.005
cms_eff_b,cat3,WPlusH,0.998,1.001
cms_eff_b,cat3,ZH,1.002,1.006
cms_eff_b,cat3,VBF,0.999,0.999

cms_eff_b,cat4,WMinusH,0.996,0.992
cms_eff_b,cat4,GluGlu,1.000,1.004
cms_eff_b,cat4,WPlusH,1.003,0.998
cms_eff_b,cat4,ZH,0.996,1.000
cms_eff_b,cat4,VBF,1.002,1.006

cms_eff_b,cat5,WMinusH,1.000,1.001
cms_eff_b,cat5,GluGlu,1.002,0.999
cms_eff_b,cat5,WPlusH,0.991,0.998
cms_eff_b,cat5,ZH,1.001,0.994
cms_eff_b,cat5,VBF,0.995,0.995

cms_eff_b,cat6,WMinusH,0.999,0.997
cms_eff_b,cat6,GluGlu,1.001,1.000
cms_eff_b,cat6,WPlusH,1.006,1.002
cms_eff_b,cat6,ZH,1.000,1.000
cms_eff_b,cat6,VBF,0.995,0.992

cms_eff_b,cat7,WMinusH,0.999,1.000
cms_eff_b,cat7,GluGlu,0.998,0.999
cms_eff_b,cat7,WPlusH,0.997,0.998
cms_eff_b,cat7,ZH,1.002,1.001
cms_eff_b,cat7,VBF,1.001,1.004

cms_eff_b,cat8,WMinusH,0.999,1.005
cms_eff_b,cat8,GluGlu,1.003,1.001
cms_eff_b,cat8,WPlusH,0.999,1.005
cms_eff_b,cat8,ZH,0.997,1.002
cms_eff_b,cat8,VBF,0.995,0.999

cms_eff_b,cat9,WMinusH,1.005,1.001
cms_eff_b,cat9,GluGlu,1.002,1.002
cms_eff_b,cat9,WPlusH,1.007,1.008
cms_eff_b,cat9,ZH,0.999,0.996
cms_eff_b,cat9,VBF,1.000,1.001




cms_pu,cat12,WMinusH,1.004,0.990
cms_pu,cat12,GluGlu,1.013,0.989
cms_pu,cat12,WPlusH,0.998,0.991
cms_pu,cat12,ZH,1.019,0.996
cms_pu,cat12,VBF,1.010,0.989

cms_pu,cat10,WMinusH,1.006,0.995
cms_pu,cat10,GluGlu,1.007,0.987
cms_pu,cat10,WPlusH,1.007,0.991
cms_pu,cat10,ZH,1.003,0.995
cms_pu,cat10,VBF,0.997,1.004

cms_pu,cat11,WMinusH,1.005,0.997
cms_pu,cat11,GluGlu,0.998,0.999
cms_pu,cat11,WPlusH,1.010,0.991
cms_pu,cat11,ZH,1.014,0.994
cms_pu,cat11,VBF,0.996,1.004

cms_pu,cat0,WMinusH,0.985,1.020
cms_pu,cat0,GluGlu,0.995,0.998
cms_pu,cat0,WPlusH,0.964,1.022
cms_pu,cat0,ZH,0.992,1.008
cms_pu,cat0,VBF,0.975,1.032

cms_pu,cat1,WMinusH,1.017,0.989
cms_pu,cat1,GluGlu,1.004,0.980
cms_pu,cat1,WPlusH,1.014,0.996
cms_pu,cat1,ZH,0.998,0.982
cms_pu,cat1,VBF,1.001,1.010

cms_pu,cat2,WMinusH,0.988,1.006
cms_pu,cat2,GluGlu,0.998,1.002
cms_pu,cat2,WPlusH,0.995,1.004
cms_pu,cat2,ZH,0.996,1.003
cms_pu,cat2,VBF,0.986,1.011

cms_pu,cat3,WMinusH,1.007,0.991
cms_pu,cat3,GluGlu,1.017,0.995
cms_pu,cat3,WPlusH,1.008,0.991
cms_pu,cat3,ZH,1.014,0.995
cms_pu,cat3,VBF,1.001,0.998

cms_pu,cat4,WMinusH,0.997,0.996
cms_pu,cat4,GluGlu,0.998,1.002
cms_pu,cat4,WPlusH,1.001,1.003
cms_pu,cat4,ZH,1.003,1.001
cms_pu,cat4,VBF,0.996,1.013

cms_pu,cat5,WMinusH,1.002,0.992
cms_pu,cat5,GluGlu,0.995,1.004
cms_pu,cat5,WPlusH,1.003,0.994
cms_pu,cat5,ZH,0.999,0.990
cms_pu,cat5,VBF,0.995,0.998

cms_pu,cat6,WMinusH,1.011,0.996
cms_pu,cat6,GluGlu,1.005,1.005
cms_pu,cat6,WPlusH,1.012,0.995
cms_pu,cat6,ZH,1.005,0.993
cms_pu,cat6,VBF,0.988,1.000

cms_pu,cat7,WMinusH,1.001,0.995
cms_pu,cat7,GluGlu,1.001,0.997
cms_pu,cat7,WPlusH,1.002,0.991
cms_pu,cat7,ZH,1.006,0.999
cms_pu,cat7,VBF,0.997,1.003

cms_pu,cat8,WMinusH,0.992,1.009
cms_pu,cat8,GluGlu,1.000,1.005
cms_pu,cat8,WPlusH,0.995,1.009
cms_pu,cat8,ZH,0.988,1.010
cms_pu,cat8,VBF,0.983,1.015

cms_pu,cat9,WMinusH,1.021,0.990
cms_pu,cat9,GluGlu,0.996,0.997
cms_pu,cat9,WPlusH,1.020,0.993
cms_pu,cat9,ZH,1.008,0.984
cms_pu,cat9,VBF,1.007,0.997




cms_res_j,cat12,WMinusH,1.014,1.004
cms_res_j,cat12,GluGlu,1.016,0.987
cms_res_j,cat12,WPlusH,1.019,0.973
cms_res_j,cat12,ZH,1.040,0.991
cms_res_j,cat12,VBF,1.008,0.974

cms_res_j,cat10,WMinusH,1.006,0.998
cms_res_j,cat10,GluGlu,1.000,0.995
cms_res_j,cat10,WPlusH,1.005,0.988
cms_res_j,cat10,ZH,1.009,0.991
cms_res_j,cat10,VBF,1.000,1.011

cms_res_j,cat11,WMinusH,1.003,0.996
cms_res_j,cat11,GluGlu,1.004,1.001
cms_res_j,cat11,WPlusH,0.998,1.003
cms_res_j,cat11,ZH,1.002,1.000
cms_res_j,cat11,VBF,0.992,1.018

cms_res_j,cat0,WMinusH,1.000,1.030
cms_res_j,cat0,GluGlu,0.996,0.998
cms_res_j,cat0,WPlusH,0.994,1.027
cms_res_j,cat0,ZH,0.993,1.015
cms_res_j,cat0,VBF,0.995,1.015

cms_res_j,cat1,WMinusH,1.003,0.982
cms_res_j,cat1,GluGlu,1.007,1.017
cms_res_j,cat1,WPlusH,1.041,1.020
cms_res_j,cat1,ZH,0.981,0.993
cms_res_j,cat1,VBF,0.993,1.011

cms_res_j,cat2,WMinusH,1.001,1.023
cms_res_j,cat2,GluGlu,0.999,1.000
cms_res_j,cat2,WPlusH,1.000,1.011
cms_res_j,cat2,ZH,0.992,1.008
cms_res_j,cat2,VBF,0.992,1.022

cms_res_j,cat3,WMinusH,0.996,0.977
cms_res_j,cat3,GluGlu,1.016,0.999
cms_res_j,cat3,WPlusH,0.988,0.991
cms_res_j,cat3,ZH,1.025,0.991
cms_res_j,cat3,VBF,1.008,1.010

cms_res_j,cat4,WMinusH,0.987,0.999
cms_res_j,cat4,GluGlu,1.000,0.997
cms_res_j,cat4,WPlusH,0.989,0.983
cms_res_j,cat4,ZH,1.007,1.009
cms_res_j,cat4,VBF,0.996,1.022

cms_res_j,cat5,WMinusH,1.003,0.994
cms_res_j,cat5,GluGlu,0.986,0.995
cms_res_j,cat5,WPlusH,0.997,0.998
cms_res_j,cat5,ZH,0.984,0.990
cms_res_j,cat5,VBF,1.001,1.005

cms_res_j,cat6,WMinusH,1.004,0.987
cms_res_j,cat6,GluGlu,1.002,1.005
cms_res_j,cat6,WPlusH,1.000,1.000
cms_res_j,cat6,ZH,0.998,1.006
cms_res_j,cat6,VBF,0.985,1.005

cms_res_j,cat7,WMinusH,0.991,0.990
cms_res_j,cat7,GluGlu,0.988,0.994
cms_res_j,cat7,WPlusH,0.988,0.992
cms_res_j,cat7,ZH,1.002,0.995
cms_res_j,cat7,VBF,0.998,1.014

cms_res_j,cat8,WMinusH,0.995,1.013
cms_res_j,cat8,GluGlu,1.004,1.007
cms_res_j,cat8,WPlusH,0.996,1.014
cms_res_j,cat8,ZH,0.993,1.008
cms_res_j,cat8,VBF,0.992,1.023

cms_res_j,cat9,WMinusH,1.029,0.979
cms_res_j,cat9,GluGlu,1.030,1.009
cms_res_j,cat9,WPlusH,1.031,0.971
cms_res_j,cat9,ZH,1.006,0.968
cms_res_j,cat9,VBF,0.999,0.999




cms_scale_j,cat12,WMinusH,0.949,1.058
cms_scale_j,cat12,GluGlu,0.939,1.050
cms_scale_j,cat12,WPlusH,0.963,1.030
cms_scale_j,cat12,ZH,0.954,1.065
cms_scale_j,cat12,VBF,0.981,1.001

cms_scale_j,cat10,WMinusH,1.011,0.996
cms_scale_j,cat10,GluGlu,0.977,1.002
cms_scale_j,cat10,WPlusH,1.004,0.989
cms_scale_j,cat10,ZH,1.000,0.996
cms_scale_j,cat10,VBF,1.008,1.003

cms_scale_j,cat11,WMinusH,1.002,0.989
cms_scale_j,cat11,GluGlu,0.997,1.003
cms_scale_j,cat11,WPlusH,0.999,1.002
cms_scale_j,cat11,ZH,1.014,0.995
cms_scale_j,cat11,VBF,1.026,0.996

cms_scale_j,cat0,WMinusH,0.976,1.036
cms_scale_j,cat0,GluGlu,0.999,0.993
cms_scale_j,cat0,WPlusH,0.976,1.033
cms_scale_j,cat0,ZH,0.982,1.020
cms_scale_j,cat0,VBF,0.987,1.019

cms_scale_j,cat1,WMinusH,1.037,0.985
cms_scale_j,cat1,GluGlu,1.008,0.994
cms_scale_j,cat1,WPlusH,1.033,1.012
cms_scale_j,cat1,ZH,1.002,0.993
cms_scale_j,cat1,VBF,1.024,0.992

cms_scale_j,cat2,WMinusH,0.998,1.012
cms_scale_j,cat2,GluGlu,0.996,1.001
cms_scale_j,cat2,WPlusH,0.990,1.002
cms_scale_j,cat2,ZH,0.997,1.002
cms_scale_j,cat2,VBF,1.001,1.003

cms_scale_j,cat3,WMinusH,0.977,0.991
cms_scale_j,cat3,GluGlu,0.986,1.037
cms_scale_j,cat3,WPlusH,1.008,0.988
cms_scale_j,cat3,ZH,1.006,0.996
cms_scale_j,cat3,VBF,1.006,1.006

cms_scale_j,cat4,WMinusH,0.984,0.990
cms_scale_j,cat4,GluGlu,1.001,0.994
cms_scale_j,cat4,WPlusH,1.004,0.998
cms_scale_j,cat4,ZH,1.012,0.995
cms_scale_j,cat4,VBF,1.024,0.976

cms_scale_j,cat5,WMinusH,1.042,0.994
cms_scale_j,cat5,GluGlu,1.023,0.979
cms_scale_j,cat5,WPlusH,1.014,0.956
cms_scale_j,cat5,ZH,1.010,0.976
cms_scale_j,cat5,VBF,1.015,0.969

cms_scale_j,cat6,WMinusH,1.013,0.985
cms_scale_j,cat6,GluGlu,1.020,0.990
cms_scale_j,cat6,WPlusH,1.021,0.988
cms_scale_j,cat6,ZH,1.030,0.984
cms_scale_j,cat6,VBF,1.027,0.990

cms_scale_j,cat7,WMinusH,1.014,0.973
cms_scale_j,cat7,GluGlu,1.009,0.983
cms_scale_j,cat7,WPlusH,1.010,0.984
cms_scale_j,cat7,ZH,1.016,0.989
cms_scale_j,cat7,VBF,1.026,0.980

cms_scale_j,cat8,WMinusH,0.983,1.018
cms_scale_j,cat8,GluGlu,1.005,1.005
cms_scale_j,cat8,WPlusH,0.984,1.017
cms_scale_j,cat8,ZH,0.988,1.009
cms_scale_j,cat8,VBF,0.985,1.013

cms_scale_j,cat9,WMinusH,0.998,1.015
cms_scale_j,cat9,GluGlu,0.960,1.060
cms_scale_j,cat9,WPlusH,0.999,1.013
cms_scale_j,cat9,ZH,0.973,0.994
cms_scale_j,cat9,VBF,0.985,1.016




cms_pdf,cat12,WMinusH,0.970,1.017
cms_pdf,cat12,GluGlu,0.999,1.020
cms_pdf,cat12,WPlusH,0.982,1.041
cms_pdf,cat12,ZH,0.989,1.029
cms_pdf,cat12,VBF,0.993,1.023

cms_pdf,cat10,WMinusH,0.980,1.004
cms_pdf,cat10,GluGlu,0.987,1.014
cms_pdf,cat10,WPlusH,0.994,1.023
cms_pdf,cat10,ZH,0.995,1.012
cms_pdf,cat10,VBF,0.976,1.002

cms_pdf,cat11,WMinusH,0.977,1.018
cms_pdf,cat11,GluGlu,0.988,1.035
cms_pdf,cat11,WPlusH,0.987,1.033
cms_pdf,cat11,ZH,0.981,1.020
cms_pdf,cat11,VBF,0.966,1.001

cms_pdf,cat0,WMinusH,0.977,1.008
cms_pdf,cat0,GluGlu,0.986,1.020
cms_pdf,cat0,WPlusH,0.971,1.001
cms_pdf,cat0,ZH,0.988,1.012
cms_pdf,cat0,VBF,0.958,1.014

cms_pdf,cat1,WMinusH,0.972,1.011
cms_pdf,cat1,GluGlu,0.983,1.009
cms_pdf,cat1,WPlusH,0.991,1.016
cms_pdf,cat1,ZH,0.995,1.015
cms_pdf,cat1,VBF,0.994,1.010

cms_pdf,cat2,WMinusH,0.982,1.005
cms_pdf,cat2,GluGlu,0.987,1.009
cms_pdf,cat2,WPlusH,0.989,1.006
cms_pdf,cat2,ZH,0.989,1.007
cms_pdf,cat2,VBF,0.991,1.018

cms_pdf,cat3,WMinusH,0.982,1.024
cms_pdf,cat3,GluGlu,0.986,1.021
cms_pdf,cat3,WPlusH,0.978,1.008
cms_pdf,cat3,ZH,0.985,1.014
cms_pdf,cat3,VBF,0.997,1.023

cms_pdf,cat4,WMinusH,0.967,1.009
cms_pdf,cat4,GluGlu,0.976,1.041
cms_pdf,cat4,WPlusH,0.990,1.040
cms_pdf,cat4,ZH,0.984,1.027
cms_pdf,cat4,VBF,0.963,1.009

cms_pdf,cat5,WMinusH,0.986,1.020
cms_pdf,cat5,GluGlu,0.977,1.039
cms_pdf,cat5,WPlusH,0.986,1.035
cms_pdf,cat5,ZH,0.976,1.028
cms_pdf,cat5,VBF,0.961,1.008

cms_pdf,cat6,WMinusH,0.985,1.013
cms_pdf,cat6,GluGlu,0.985,1.024
cms_pdf,cat6,WPlusH,0.985,1.017
cms_pdf,cat6,ZH,0.996,1.016
cms_pdf,cat6,VBF,0.982,1.006

cms_pdf,cat7,WMinusH,0.988,1.007
cms_pdf,cat7,GluGlu,0.987,1.017
cms_pdf,cat7,WPlusH,0.993,1.013
cms_pdf,cat7,ZH,0.993,1.010
cms_pdf,cat7,VBF,0.984,1.013

cms_pdf,cat8,WMinusH,0.980,1.005
cms_pdf,cat8,GluGlu,0.982,1.029
cms_pdf,cat8,WPlusH,0.990,1.013
cms_pdf,cat8,ZH,0.989,1.011
cms_pdf,cat8,VBF,0.968,1.002

cms_pdf,cat9,WMinusH,0.981,1.016
cms_pdf,cat9,GluGlu,0.988,1.010
cms_pdf,cat9,WPlusH,0.992,1.040
cms_pdf,cat9,ZH,0.998,1.023
cms_pdf,cat9,VBF,0.986,1.045




cms_scale,cat12,WMinusH,0.948,1.040
cms_scale,cat12,GluGlu,0.928,1.107
cms_scale,cat12,WPlusH,0.954,1.068
cms_scale,cat12,ZH,0.954,1.063
cms_scale,cat12,VBF,0.994,1.010

cms_scale,cat10,WMinusH,0.959,1.021
cms_scale,cat10,GluGlu,0.975,1.035
cms_scale,cat10,WPlusH,1.002,1.019
cms_scale,cat10,ZH,1.001,1.018
cms_scale,cat10,VBF,0.989,0.992

cms_scale,cat11,WMinusH,0.967,1.012
cms_scale,cat11,GluGlu,1.005,1.031
cms_scale,cat11,WPlusH,0.966,1.031
cms_scale,cat11,ZH,0.994,1.013
cms_scale,cat11,VBF,0.987,0.995

cms_scale,cat0,WMinusH,0.964,1.002
cms_scale,cat0,GluGlu,0.982,1.025
cms_scale,cat0,WPlusH,0.978,0.995
cms_scale,cat0,ZH,0.992,1.008
cms_scale,cat0,VBF,0.980,1.009

cms_scale,cat1,WMinusH,0.981,1.063
cms_scale,cat1,GluGlu,0.974,1.012
cms_scale,cat1,WPlusH,0.998,1.021
cms_scale,cat1,ZH,0.958,1.023
cms_scale,cat1,VBF,1.002,1.011

cms_scale,cat2,WMinusH,0.982,1.006
cms_scale,cat2,GluGlu,0.982,1.010
cms_scale,cat2,WPlusH,0.987,1.006
cms_scale,cat2,ZH,0.975,1.009
cms_scale,cat2,VBF,0.996,1.014

cms_scale,cat3,WMinusH,0.984,1.014
cms_scale,cat3,GluGlu,0.961,1.050
cms_scale,cat3,WPlusH,0.971,0.992
cms_scale,cat3,ZH,0.988,1.015
cms_scale,cat3,VBF,1.003,1.011

cms_scale,cat4,WMinusH,0.976,1.006
cms_scale,cat4,GluGlu,0.988,1.038
cms_scale,cat4,WPlusH,1.003,1.028
cms_scale,cat4,ZH,0.982,1.030
cms_scale,cat4,VBF,0.987,1.011

cms_scale,cat5,WMinusH,0.987,1.019
cms_scale,cat5,GluGlu,1.002,1.029
cms_scale,cat5,WPlusH,1.005,1.028
cms_scale,cat5,ZH,1.000,1.032
cms_scale,cat5,VBF,0.984,1.002

cms_scale,cat6,WMinusH,0.966,1.008
cms_scale,cat6,GluGlu,1.002,1.016
cms_scale,cat6,WPlusH,0.997,1.010
cms_scale,cat6,ZH,0.995,1.028
cms_scale,cat6,VBF,0.992,1.002

cms_scale,cat7,WMinusH,0.985,1.007
cms_scale,cat7,GluGlu,0.990,1.011
cms_scale,cat7,WPlusH,0.993,1.015
cms_scale,cat7,ZH,0.993,1.020
cms_scale,cat7,VBF,0.994,1.009

cms_scale,cat8,WMinusH,0.978,1.001
cms_scale,cat8,GluGlu,0.983,1.029
cms_scale,cat8,WPlusH,0.997,1.011
cms_scale,cat8,ZH,0.985,1.010
cms_scale,cat8,VBF,0.985,1.005

cms_scale,cat9,WMinusH,0.975,1.023
cms_scale,cat9,GluGlu,0.940,1.076
cms_scale,cat9,WPlusH,0.982,1.060
cms_scale,cat9,ZH,0.986,1.034
cms_scale,cat9,VBF,0.994,1.000
