lumi_13TeV,cat0,BKG,0
lumi_13TeV,cat0,GluGlu,1.025
lumi_13TeV,cat0,VBF,1.025
lumi_13TeV,cat0,WPlusH,1.025
lumi_13TeV,cat0,WMinusH,1.025
lumi_13TeV,cat0,ZH,1.025
lumi_13TeV,cat1,BKG,0
lumi_13TeV,cat1,GluGlu,1.025
lumi_13TeV,cat1,VBF,1.025
lumi_13TeV,cat1,WPlusH,1.025
lumi_13TeV,cat1,WMinusH,1.025
lumi_13TeV,cat1,ZH,1.025
lumi_13TeV,cat2,BKG,0
lumi_13TeV,cat2,GluGlu,1.025
lumi_13TeV,cat2,VBF,1.025
lumi_13TeV,cat2,WPlusH,1.025
lumi_13TeV,cat2,WMinusH,1.025
lumi_13TeV,cat2,ZH,1.025
lumi_13TeV,cat3,BKG,0
lumi_13TeV,cat3,GluGlu,1.025
lumi_13TeV,cat3,VBF,1.025
lumi_13TeV,cat3,WPlusH,1.025
lumi_13TeV,cat3,WMinusH,1.025
lumi_13TeV,cat3,ZH,1.025
lumi_13TeV,cat4,BKG,0
lumi_13TeV,cat4,GluGlu,1.025
lumi_13TeV,cat4,VBF,1.025
lumi_13TeV,cat4,WPlusH,1.025
lumi_13TeV,cat4,WMinusH,1.025
lumi_13TeV,cat4,ZH,1.025
lumi_13TeV,cat5,BKG,0
lumi_13TeV,cat5,GluGlu,1.025
lumi_13TeV,cat5,VBF,1.025
lumi_13TeV,cat5,WPlusH,1.025
lumi_13TeV,cat5,WMinusH,1.025
lumi_13TeV,cat5,ZH,1.025
lumi_13TeV,cat6,BKG,0
lumi_13TeV,cat6,GluGlu,1.025
lumi_13TeV,cat6,VBF,1.025
lumi_13TeV,cat6,WPlusH,1.025
lumi_13TeV,cat6,WMinusH,1.025
lumi_13TeV,cat6,ZH,1.025
lumi_13TeV,cat7,BKG,0
lumi_13TeV,cat7,GluGlu,1.025
lumi_13TeV,cat7,VBF,1.025
lumi_13TeV,cat7,WPlusH,1.025
lumi_13TeV,cat7,WMinusH,1.025
lumi_13TeV,cat7,ZH,1.025
lumi_13TeV,cat8,BKG,0
lumi_13TeV,cat8,GluGlu,1.025
lumi_13TeV,cat8,VBF,1.025
lumi_13TeV,cat8,WPlusH,1.025
lumi_13TeV,cat8,WMinusH,1.025
lumi_13TeV,cat8,ZH,1.025
lumi_13TeV,cat9,BKG,0
lumi_13TeV,cat9,GluGlu,1.025
lumi_13TeV,cat9,VBF,1.025
lumi_13TeV,cat9,WPlusH,1.025
lumi_13TeV,cat9,WMinusH,1.025
lumi_13TeV,cat9,ZH,1.025
lumi_13TeV,cat10,BKG,0
lumi_13TeV,cat10,GluGlu,1.025
lumi_13TeV,cat10,VBF,1.025
lumi_13TeV,cat10,WPlusH,1.025
lumi_13TeV,cat10,WMinusH,1.025
lumi_13TeV,cat10,ZH,1.025
lumi_13TeV,cat11,BKG,0
lumi_13TeV,cat11,GluGlu,1.025
lumi_13TeV,cat11,VBF,1.025
lumi_13TeV,cat11,WPlusH,1.025
lumi_13TeV,cat11,WMinusH,1.025
lumi_13TeV,cat11,ZH,1.025
lumi_13TeV,cat12,BKG,0
lumi_13TeV,cat12,GluGlu,1.025
lumi_13TeV,cat12,VBF,1.025
lumi_13TeV,cat12,WPlusH,1.025
lumi_13TeV,cat12,WMinusH,1.025
lumi_13TeV,cat12,ZH,1.025



cms_scale_j,cat0,BKG,0
cms_scale_j,cat0,GluGlu,0
cms_scale_j,cat0,VBF,0.981,1.016
cms_scale_j,cat0,WPlusH,0.971,1.034
