cms_scale_j,cat0,WMinusH,0.98,1.032
cms_scale_j,cat0,ZH,0.984,1.019

cms_scale_j,cat1,BKG,0
cms_scale_j,cat1,GluGlu,1.016,1.002
cms_scale_j,cat1,VBF,1.019,0.98
cms_scale_j,cat1,WPlusH,1.029,1.008
cms_scale_j,cat1,WMinusH,1.047,1.004
cms_scale_j,cat1,ZH,1.011,1.006

cms_scale_j,cat2,BKG,0
cms_scale_j,cat2,GluGlu,0
cms_scale_j,cat2,VBF,0
cms_scale_j,cat2,WPlusH,0
cms_scale_j,cat2,WMinusH,0.997,1.015
cms_scale_j,cat2,ZH,0

cms_scale_j,cat3,BKG,0
cms_scale_j,cat3,GluGlu,0.979,1.030
cms_scale_j,cat3,VBF,0
cms_scale_j,cat3,WPlusH,1.019,0.996
cms_scale_j,cat3,WMinusH,0.977,0.987
cms_scale_j,cat3,ZH,0

cms_scale_j,cat4,BKG,0
cms_scale_j,cat4,GluGlu,0
cms_scale_j,cat4,VBF,1.026,0.974
cms_scale_j,cat4,WPlusH,0
cms_scale_j,cat4,WMinusH,0.990,0.991
cms_scale_j,cat4,ZH,0

cms_scale_j,cat5,BKG,0
cms_scale_j,cat5,GluGlu,1.014,0.978
cms_scale_j,cat5,VBF,1.006,0.966
cms_scale_j,cat5,WPlusH,1.008,0.97
cms_scale_j,cat5,WMinusH,1.043,0.997
cms_scale_j,cat5,ZH,1.021,0.982

cms_scale_j,cat6,BKG,0
cms_scale_j,cat6,GluGlu,1.020,0.987
cms_scale_j,cat6,VBF,1.034,0.996
cms_scale_j,cat6,WPlusH,1.020,0.978
cms_scale_j,cat6,WMinusH,1.015,0.982
cms_scale_j,cat6,ZH,1.036,0.988

cms_scale_j,cat7,BKG,0
cms_scale_j,cat7,GluGlu,1.010,0.984
cms_scale_j,cat7,VBF,1.027,0.977
cms_scale_j,cat7,WPlusH,1.010,0.989
cms_scale_j,cat7,WMinusH,1.014,0.970
cms_scale_j,cat7,ZH,1.011,0.983

cms_scale_j,cat8,BKG,0
cms_scale_j,cat8,GluGlu,0
cms_scale_j,cat8,VBF,0.990,1.019
cms_scale_j,cat8,WPlusH,0.986,1.016
cms_scale_j,cat8,WMinusH,0.979,1.019
cms_scale_j,cat8,ZH,0.985,1.010

cms_scale_j,cat9,BKG,0
cms_scale_j,cat9,GluGlu,0.985,1.010
cms_scale_j,cat9,VBF,0
cms_scale_j,cat9,WPlusH,0.959,1.062
cms_scale_j,cat9,WMinusH,0.986,1.018
cms_scale_j,cat9,ZH,0.999,1.013

cms_scale_j,cat10,BKG,0
cms_scale_j,cat10,GluGlu,0
cms_scale_j,cat10,VBF,0
cms_scale_j,cat10,WPlusH,0
cms_scale_j,cat10,WMinusH,0.997/1.015
cms_scale_j,cat10,ZH,0

cms_scale_j,cat11,BKG,0
cms_scale_j,cat11,GluGlu,0
cms_scale_j,cat11,VBF,0
cms_scale_j,cat11,WPlusH,0
cms_scale_j,cat11,WMinusH,0.997/1.015
cms_scale_j,cat11,ZH,0

cms_scale_j,cat12,BKG,0
cms_scale_j,cat12,GluGlu,0
cms_scale_j,cat12,VBF,0
cms_scale_j,cat12,WPlusH,0
cms_scale_j,cat12,WMinusH,0.997/1.015
cms_scale_j,cat12,ZH,0
